user_location,user_description,user_friends,date,tweet,favourites,feeling,month,word_count,char_count,._count,!_count,@_count,'_count,",_count",/_count,?_count,;_count,-_count,)_count,#_count,(_count,emojis,email_count,nickname_count,url_count,hashtag_count,emoji_count,cleaned_tweet,word_count_cleaned,char_count_cleaned,tokens,cleaned_tokens,lemmatized,spacy_lemmatized,lemmatized_pronouns,pos_tags,lemmatized_str,hour,year
,,177,2023-01-21 07:59:05,  was required to visit tesla giga berlin. not my choice.,6560,0,1,12,87,2,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,was required to visit tesla giga berlin not my choice,10,53,"['was', 'required', 'to', 'visit', 'tesla', 'giga', 'berlin', 'not', 'my', 'choice']","['required', 'visit', 'tesla', 'giga', 'berlin', 'choice']","['required', 'visit', 'tesla', 'giga', 'berlin', 'choice']",required visit tesla giga berlin choice,"[('required', 'VERB'), ('visit', 'PROPN'), ('tesla', 'PROPN'), ('giga', 'PROPN'), ('berlin', 'PROPN'), ('choice', 'NOUN')]","[('required', 'VERB'), ('visit', 'PROPN'), ('tesla', 'PROPN'), ('giga', 'PROPN'), ('berlin', 'PROPN'), ('choice', 'NOUN')]",required visit tesla giga berlin choice,7,2023
,,177,2023-01-21 08:25:50, twitter is the source of truth,217586,1,1,7,42,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,twitter is the source of truth,6,30,"['twitter', 'is', 'the', 'source', 'of', 'truth']","['twitter', 'source', 'truth']","['twitter', 'source', 'truth']",twitter source truth,"[('twitter', 'NOUN'), ('source', 'NOUN'), ('truth', 'NOUN')]","[('twitter', 'NOUN'), ('source', 'NOUN'), ('truth', 'NOUN')]",twitter source truth,8,2023
,,177,2023-01-21 17:35:01," that is a little delayed, as a key researcher can only travel to twitter in early feb",28055,1,1,18,97,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,that is a little delayed as a key researcher can only travel to twitter in early feb,17,84,"['that', 'is', 'a', 'little', 'delayed', 'as', 'a', 'key', 'researcher', 'can', 'only', 'travel', 'to', 'twitter', 'in', 'early', 'feb']","['little', 'delayed', 'key', 'researcher', 'travel', 'twitter', 'early', 'feb']","['little', 'delayed', 'key', 'researcher', 'travel', 'twitter', 'early', 'feb']",little delayed key researcher travel twitter early feb,"[('little', 'ADJ'), ('delayed', 'VERB'), ('key', 'ADJ'), ('researcher', 'NOUN'), ('travel', 'NOUN'), ('twitter', 'NOUN'), ('early', 'ADJ'), ('feb', 'NOUN')]","[('little', 'ADJ'), ('delayed', 'VERB'), ('key', 'ADJ'), ('researcher', 'NOUN'), ('travel', 'NOUN'), ('twitter', 'NOUN'), ('early', 'ADJ'), ('feb', 'NOUN')]",little delayed key researcher travel twitter early feb,17,2023
,,177,2023-01-21 17:41:22,ads are too frequent on twitter and too big. taking steps to address both in coming weeks.,258379,1,1,17,90,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,ads are too frequent on twitter and too big taking steps to address both in coming weeks,17,88,"['ads', 'are', 'too', 'frequent', 'on', 'twitter', 'and', 'too', 'big', 'taking', 'steps', 'to', 'address', 'both', 'in', 'coming', 'weeks']","['ads', 'frequent', 'twitter', 'big', 'taking', 'steps', 'address', 'coming', 'weeks']","['ad', 'frequent', 'twitter', 'big', 'taking', 'step', 'address', 'coming', 'week']",ad frequent twitter big taking step address coming week,"[('ad', 'NOUN'), ('frequent', 'ADJ'), ('twitter', 'NOUN'), ('big', 'ADJ'), ('taking', 'NOUN'), ('step', 'NOUN'), ('address', 'NOUN'), ('coming', 'VERB'), ('week', 'NOUN')]","[('ad', 'NOUN'), ('frequent', 'ADJ'), ('twitter', 'NOUN'), ('big', 'ADJ'), ('taking', 'NOUN'), ('step', 'NOUN'), ('address', 'NOUN'), ('coming', 'VERB'), ('week', 'NOUN')]",ad frequent twitter big taking step address coming week,17,2023
,,177,2023-01-21 17:49:22,"also, there will be a higher priced subscription that allows zero ads",66761,0,1,12,69,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,also there will be a higher priced subscription that allows zero ads,12,68,"['also', 'there', 'will', 'be', 'a', 'higher', 'priced', 'subscription', 'that', 'allows', 'zero', 'ads']","['also', 'higher', 'priced', 'subscription', 'allows', 'zero', 'ads']","['also', 'higher', 'priced', 'subscription', 'allows', 'zero', 'ad']",also higher priced subscription allows zero ad,"[('also', 'ADV'), ('higher', 'ADV'), ('priced', 'VERB'), ('subscription', 'NOUN'), ('allows', 'VERB'), ('zero', 'NUM'), ('ad', 'NOUN')]","[('also', 'ADV'), ('higher', 'ADV'), ('priced', 'VERB'), ('subscription', 'NOUN'), ('allows', 'VERB'), ('zero', 'NUM'), ('ad', 'NOUN')]",also higher priced subscription allows zero ad,17,2023
,,177,2023-01-21 17:51:04, maybe there’s a way to do this by placing an ad below tweet details,3419,0,1,15,84,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,maybe theres a way to do this by placing an ad below tweet details,14,66,"['maybe', 'theres', 'a', 'way', 'to', 'do', 'this', 'by', 'placing', 'an', 'ad', 'below', 'tweet', 'details']","['maybe', 'theres', 'way', 'placing', 'ad', 'tweet', 'details']","['maybe', 'there', 'way', 'placing', 'ad', 'tweet', 'detail']",maybe there way placing ad tweet detail,"[('maybe', 'ADV'), ('there', 'PRON'), ('way', 'NOUN'), ('placing', 'VERB'), ('ad', 'NOUN'), ('tweet', 'NOUN'), ('detail', 'NOUN')]","[('maybe', 'ADV'), ('there', 'PRON'), ('way', 'NOUN'), ('placing', 'VERB'), ('ad', 'NOUN'), ('tweet', 'NOUN'), ('detail', 'NOUN')]",maybe there way placing ad tweet detail,17,2023
,,177,2023-01-21 17:54:43, that’s the plan!,8609,1,1,4,23,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,thats the plan,3,14,"['thats', 'the', 'plan']","['thats', 'plan']","['thats', 'plan']",thats plan,"[('that', 'DET'), ('s', 'VERB'), ('plan', 'NOUN')]","[('that', 'DET'), ('s', 'VERB'), ('plan', 'NOUN')]",thats plan,17,2023
,,177,2023-01-21 18:07:38, notes must stay pure.,3051,1,1,5,38,1,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,notes must stay pure,4,20,"['notes', 'must', 'stay', 'pure']","['notes', 'must', 'stay', 'pure']","['note', 'must', 'stay', 'pure']",note must stay pure,"[('note', 'NOUN'), ('must', 'AUX'), ('stay', 'VERB'), ('pure', 'ADJ')]","[('note', 'NOUN'), ('must', 'AUX'), ('stay', 'VERB'), ('pure', 'ADJ')]",note must stay pure,18,2023
,,177,2023-01-21 18:09:15, absolutely. freedom means freedom to die when you are sure that you want to.,55784,1,1,15,92,2,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,absolutely freedom means freedom to die when you are sure that you want to,14,74,"['absolutely', 'freedom', 'means', 'freedom', 'to', 'die', 'when', 'you', 'are', 'sure', 'that', 'you', 'want', 'to']","['absolutely', 'freedom', 'means', 'freedom', 'die', 'sure', 'want']","['absolutely', 'freedom', 'mean', 'freedom', 'die', 'sure', 'want']",absolutely freedom mean freedom die sure want,"[('absolutely', 'ADV'), ('freedom', 'NOUN'), ('mean', 'VERB'), ('freedom', 'NOUN'), ('die', 'VERB'), ('sure', 'ADV'), ('want', 'VERB')]","[('absolutely', 'ADV'), ('freedom', 'NOUN'), ('mean', 'VERB'), ('freedom', 'NOUN'), ('die', 'VERB'), ('sure', 'ADV'), ('want', 'VERB')]",absolutely freedom mean freedom die sure want,18,2023
,,177,2023-01-21 18:28:19," yeah, we’re thinking hard about this",5108,1,1,7,46,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,yeah were thinking hard about this,6,34,"['yeah', 'were', 'thinking', 'hard', 'about', 'this']","['yeah', 'thinking', 'hard']","['yeah', 'thinking', 'hard']",yeah thinking hard,"[('yeah', 'INTJ'), ('thinking', 'NOUN'), ('hard', 'ADV')]","[('yeah', 'INTJ'), ('thinking', 'NOUN'), ('hard', 'ADV')]",yeah thinking hard,18,2023
,,177,2023-01-21 22:50:41,  true,17643,1,1,3,27,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,true,1,4,['true'],['true'],['true'],true,"[('true', 'ADJ')]","[('true', 'ADJ')]",true,22,2023
,,177,2023-01-22 00:01:08, always liked that design,82573,1,1,5,38,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,always liked that design,4,24,"['always', 'liked', 'that', 'design']","['always', 'liked', 'design']","['always', 'liked', 'design']",always liked design,"[('always', 'ADV'), ('liked', 'VERB'), ('design', 'NOUN')]","[('always', 'ADV'), ('liked', 'VERB'), ('design', 'NOUN')]",always liked design,0,2023
,,177,2023-01-22 00:06:35,  we are going to great lengths to avoid the wikipedia left wing editorial control pr… ,12074,1,1,18,140,1,0,2,0,0,3,0,0,0,0,0,0,,0,2,1,0,0,we are going to great lengths to avoid the wikipedia left wing editorial control pr,15,83,"['we', 'are', 'going', 'to', 'great', 'lengths', 'to', 'avoid', 'the', 'wikipedia', 'left', 'wing', 'editorial', 'control', 'pr']","['going', 'great', 'lengths', 'avoid', 'wikipedia', 'left', 'wing', 'editorial', 'control', 'pr']","['going', 'great', 'length', 'avoid', 'wikipedia', 'left', 'wing', 'editorial', 'control', 'pr']",going great length avoid wikipedia left wing editorial control pr,"[('going', 'VERB'), ('great', 'ADJ'), ('length', 'NOUN'), ('avoid', 'VERB'), ('wikipedia', 'NOUN'), ('left', 'VERB'), ('wing', 'NOUN'), ('editorial', 'NOUN'), ('control', 'NOUN'), ('pr', 'ADP')]","[('going', 'VERB'), ('great', 'ADJ'), ('length', 'NOUN'), ('avoid', 'VERB'), ('wikipedia', 'NOUN'), ('left', 'VERB'), ('wing', 'NOUN'), ('editorial', 'NOUN'), ('control', 'NOUN'), ('pr', 'ADP')]",going great length avoid wikipedia left wing editorial control pr,0,2023
,,177,2023-01-22 00:26:55, true,22998,1,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,true,1,4,['true'],['true'],['true'],true,"[('true', 'ADJ')]","[('true', 'ADJ')]",true,0,2023
,,177,2023-01-22 02:30:29,  where have they *not* found classified documents? that might be a shorter list.,127669,0,1,15,99,1,0,2,0,0,0,1,0,0,0,0,0,,0,2,0,0,0,where have they not found classified documents that might be a shorter list,13,75,"['where', 'have', 'they', 'not', 'found', 'classified', 'documents', 'that', 'might', 'be', 'a', 'shorter', 'list']","['found', 'classified', 'documents', 'might', 'shorter', 'list']","['found', 'classified', 'document', 'might', 'shorter', 'list']",found classified document might shorter list,"[('found', 'VERB'), ('classified', 'ADJ'), ('document', 'NOUN'), ('might', 'AUX'), ('shorter', 'ADV'), ('list', 'VERB')]","[('found', 'VERB'), ('classified', 'ADJ'), ('document', 'NOUN'), ('might', 'AUX'), ('shorter', 'ADV'), ('list', 'VERB')]",found classified document might shorter list,2,2023
,,177,2023-01-22 10:21:20, probably a good idea,3366,1,1,5,35,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,probably a good idea,4,20,"['probably', 'a', 'good', 'idea']","['probably', 'good', 'idea']","['probably', 'good', 'idea']",probably good idea,"[('probably', 'ADV'), ('good', 'ADJ'), ('idea', 'NOUN')]","[('probably', 'ADV'), ('good', 'ADJ'), ('idea', 'NOUN')]",probably good idea,10,2023
,,177,2023-01-22 10:30:07, one of my favorite features,3905,1,1,6,37,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,one of my favorite features,5,27,"['one', 'of', 'my', 'favorite', 'features']","['one', 'favorite', 'features']","['one', 'favorite', 'feature']",one favorite feature,"[('one', 'NUM'), ('favorite', 'ADJ'), ('feature', 'NOUN')]","[('one', 'NUM'), ('favorite', 'ADJ'), ('feature', 'NOUN')]",one favorite feature,10,2023
,,177,2023-01-22 10:42:04, busted,167903,0,1,2,15,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,busted,1,6,['busted'],['busted'],['busted'],busted,"[('busted', 'VERB')]","[('busted', 'VERB')]",busted,10,2023
,,177,2023-01-22 11:40:09, yeah,23027,1,1,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,yeah,1,4,['yeah'],['yeah'],['yeah'],yeah,"[('yeah', 'INTJ')]","[('yeah', 'INTJ')]",yeah,11,2023
,,177,2023-01-22 19:57:28,"   wow, lot has happened in 13 years",52689,1,1,10,59,0,0,3,0,1,0,0,0,0,0,0,0,,0,3,0,0,0,wow lot has happened in years,6,29,"['wow', 'lot', 'has', 'happened', 'in', 'years']","['wow', 'lot', 'happened', 'years']","['wow', 'lot', 'happened', 'year']",wow lot happened year,"[('wow', 'INTJ'), ('lot', 'NOUN'), ('happened', 'VERB'), ('year', 'NOUN')]","[('wow', 'INTJ'), ('lot', 'NOUN'), ('happened', 'VERB'), ('year', 'NOUN')]",wow lot happened year,19,2023
,,177,2023-01-22 23:05:51, another case of parody & reality being indistinguishable,50723,0,1,9,69,0,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,another case of parody reality being indistinguishable,7,54,"['another', 'case', 'of', 'parody', 'reality', 'being', 'indistinguishable']","['another', 'case', 'parody', 'reality', 'indistinguishable']","['another', 'case', 'parody', 'reality', 'indistinguishable']",another case parody reality indistinguishable,"[('another', 'DET'), ('case', 'NOUN'), ('parody', 'NOUN'), ('reality', 'NOUN'), ('indistinguishable', 'ADJ')]","[('another', 'DET'), ('case', 'NOUN'), ('parody', 'NOUN'), ('reality', 'NOUN'), ('indistinguishable', 'ADJ')]",another case parody reality indistinguishable,23,2023
,,177,2023-01-22 23:09:03,  no change in copper production is required for the transition to sustainable energy… ,29616,1,1,16,140,1,0,2,0,0,3,0,0,0,0,0,0,,0,2,1,0,0,no change in copper production is required for the transition to sustainable energy,13,83,"['no', 'change', 'in', 'copper', 'production', 'is', 'required', 'for', 'the', 'transition', 'to', 'sustainable', 'energy']","['change', 'copper', 'production', 'required', 'transition', 'sustainable', 'energy']","['change', 'copper', 'production', 'required', 'transition', 'sustainable', 'energy']",change copper production required transition sustainable energy,"[('change', 'VERB'), ('copper', 'NOUN'), ('production', 'NOUN'), ('required', 'VERB'), ('transition', 'NOUN'), ('sustainable', 'ADJ'), ('energy', 'NOUN')]","[('change', 'VERB'), ('copper', 'NOUN'), ('production', 'NOUN'), ('required', 'VERB'), ('transition', 'NOUN'), ('sustainable', 'ADJ'), ('energy', 'NOUN')]",change copper production required transition sustainable energy,23,2023
,,177,2023-01-23 02:27:37, major respect for the makers,36538,1,1,6,44,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,major respect for the makers,5,28,"['major', 'respect', 'for', 'the', 'makers']","['major', 'respect', 'makers']","['major', 'respect', 'maker']",major respect maker,"[('major', 'ADJ'), ('respect', 'NOUN'), ('maker', 'NOUN')]","[('major', 'ADJ'), ('respect', 'NOUN'), ('maker', 'NOUN')]",major respect maker,2,2023
,,177,2023-01-23 04:58:48, big year for ai,29458,1,1,5,28,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,big year for ai,4,15,"['big', 'year', 'for', 'ai']","['big', 'year', 'ai']","['big', 'year', 'ai']",big year ai,"[('big', 'ADJ'), ('year', 'NOUN'), ('ai', 'VERB')]","[('big', 'ADJ'), ('year', 'NOUN'), ('ai', 'VERB')]",big year ai,4,2023
,,177,2023-01-23 05:00:38, maybe one day,23585,1,1,4,28,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,maybe one day,3,13,"['maybe', 'one', 'day']","['maybe', 'one', 'day']","['maybe', 'one', 'day']",maybe one day,"[('maybe', 'ADV'), ('one', 'NUM'), ('day', 'NOUN')]","[('maybe', 'ADV'), ('one', 'NUM'), ('day', 'NOUN')]",maybe one day,5,2023
,,177,2023-01-23 05:52:50, it can summarized with one emoji: 😴,46204,1,1,8,48,0,0,1,0,0,0,0,0,0,0,0,0,😴,0,1,0,0,1,it can summarized with one emoji,6,32,"['it', 'can', 'summarized', 'with', 'one', 'emoji']","['summarized', 'one', 'emoji']","['summarized', 'one', 'emoji']",summarized one emoji,"[('summarized', 'VERB'), ('one', 'NUM'), ('emoji', 'NOUN')]","[('summarized', 'VERB'), ('one', 'NUM'), ('emoji', 'NOUN')]",summarized one emoji,5,2023
,,177,2023-01-23 06:08:14," i don’t like the taste or effects of most alcohol, but there is something quite beautiful about red wine in a fine glass",126167,1,1,24,134,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,i dont like the taste or effects of most alcohol but there is something quite beautiful about red wine in a fine glass,23,118,"['i', 'dont', 'like', 'the', 'taste', 'or', 'effects', 'of', 'most', 'alcohol', 'but', 'there', 'is', 'something', 'quite', 'beautiful', 'about', 'red', 'wine', 'in', 'a', 'fine', 'glass']","['dont', 'like', 'taste', 'effects', 'alcohol', 'something', 'quite', 'beautiful', 'red', 'wine', 'fine', 'glass']","['dont', 'like', 'taste', 'effect', 'alcohol', 'something', 'quite', 'beautiful', 'red', 'wine', 'fine', 'glass']",dont like taste effect alcohol something quite beautiful red wine fine glass,"[('do', 'AUX'), ('nt', 'PART'), ('like', 'VERB'), ('taste', 'NOUN'), ('effect', 'NOUN'), ('alcohol', 'NOUN'), ('something', 'PRON'), ('quite', 'ADV'), ('beautiful', 'ADJ'), ('red', 'ADJ'), ('wine', 'NOUN'), ('fine', 'ADJ'), ('glass', 'NOUN')]","[('do', 'AUX'), ('nt', 'PART'), ('like', 'VERB'), ('taste', 'NOUN'), ('effect', 'NOUN'), ('alcohol', 'NOUN'), ('something', 'PRON'), ('quite', 'ADV'), ('beautiful', 'ADJ'), ('red', 'ADJ'), ('wine', 'NOUN'), ('fine', 'ADJ'), ('glass', 'NOUN')]",dont like taste effect alcohol something quite beautiful red wine fine glass,6,2023
,,178,2023-01-23 16:33:27, good thread,29129,1,1,3,25,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,good thread,2,11,"['good', 'thread']","['good', 'thread']","['good', 'thread']",good thread,"[('good', 'ADJ'), ('thread', 'NOUN')]","[('good', 'ADJ'), ('thread', 'NOUN')]",good thread,16,2023
,,178,2023-01-23 16:37:47, that turned out to be um … inaccurate,106544,0,1,9,42,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,that turned out to be um inaccurate,7,35,"['that', 'turned', 'out', 'to', 'be', 'um', 'inaccurate']","['turned', 'um', 'inaccurate']","['turned', 'um', 'inaccurate']",turned um inaccurate,"[('turned', 'VERB'), ('um', 'INTJ'), ('inaccurate', 'ADJ')]","[('turned', 'VERB'), ('um', 'INTJ'), ('inaccurate', 'ADJ')]",turned um inaccurate,16,2023
,,178,2023-01-24 03:39:33,  far too much power is concentrated in the hands of “shareholder services” companie… ,6413,0,1,16,140,1,0,2,0,0,3,0,0,0,0,0,0,,0,2,1,0,0,far too much power is concentrated in the hands of shareholder services companie,13,80,"['far', 'too', 'much', 'power', 'is', 'concentrated', 'in', 'the', 'hands', 'of', 'shareholder', 'services', 'companie']","['far', 'much', 'power', 'concentrated', 'hands', 'shareholder', 'services', 'companie']","['far', 'much', 'power', 'concentrated', 'hand', 'shareholder', 'service', 'companie']",far much power concentrated hand shareholder service companie,"[('far', 'ADV'), ('much', 'ADJ'), ('power', 'NOUN'), ('concentrated', 'ADJ'), ('hand', 'NOUN'), ('shareholder', 'NOUN'), ('service', 'NOUN'), ('companie', 'PROPN')]","[('far', 'ADV'), ('much', 'ADJ'), ('power', 'NOUN'), ('concentrated', 'ADJ'), ('hand', 'NOUN'), ('shareholder', 'NOUN'), ('service', 'NOUN'), ('companie', 'PROPN')]",far much power concentrated hand shareholder service companie,3,2023
,,178,2023-01-24 07:12:27," population collapse is a major risk to the future of civilization 
",49046,0,1,13,100,1,0,1,0,0,3,0,0,0,0,0,0,,0,1,1,0,0,population collapse is a major risk to the future of civilization,11,65,"['population', 'collapse', 'is', 'a', 'major', 'risk', 'to', 'the', 'future', 'of', 'civilization']","['population', 'collapse', 'major', 'risk', 'future', 'civilization']","['population', 'collapse', 'major', 'risk', 'future', 'civilization']",population collapse major risk future civilization,"[('population', 'NOUN'), ('collapse', 'VERB'), ('major', 'ADJ'), ('risk', 'NOUN'), ('future', 'NOUN'), ('civilization', 'NOUN')]","[('population', 'NOUN'), ('collapse', 'VERB'), ('major', 'ADJ'), ('risk', 'NOUN'), ('future', 'NOUN'), ('civilization', 'NOUN')]",population collapse major risk future civilization,7,2023
,,178,2023-01-25 01:02:26,  this is important,58870,1,1,5,48,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,this is important,3,17,"['this', 'is', 'important']",['important'],['important'],important,"[('important', 'ADJ')]","[('important', 'ADJ')]",important,1,2023
,,178,2023-01-25 06:34:54, south korea has an even lower birth rate,29599,0,1,9,53,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,south korea has an even lower birth rate,8,40,"['south', 'korea', 'has', 'an', 'even', 'lower', 'birth', 'rate']","['south', 'korea', 'even', 'lower', 'birth', 'rate']","['south', 'korea', 'even', 'lower', 'birth', 'rate']",south korea even lower birth rate,"[('south', 'PROPN'), ('korea', 'PROPN'), ('even', 'ADV'), ('lower', 'ADJ'), ('birth', 'NOUN'), ('rate', 'NOUN')]","[('south', 'PROPN'), ('korea', 'PROPN'), ('even', 'ADV'), ('lower', 'ADJ'), ('birth', 'NOUN'), ('rate', 'NOUN')]",south korea even lower birth rate,6,2023
,,178,2023-01-25 06:37:23, will investigate,30358,0,1,3,31,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,will investigate,2,16,"['will', 'investigate']",['investigate'],['investigate'],investigate,"[('investigate', 'VERB')]","[('investigate', 'VERB')]",investigate,6,2023
,,178,2023-01-25 09:00:48, i think everyone is awesome,10912,1,1,6,37,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,i think everyone is awesome,5,27,"['i', 'think', 'everyone', 'is', 'awesome']","['think', 'everyone', 'awesome']","['think', 'everyone', 'awesome']",think everyone awesome,"[('think', 'VERB'), ('everyone', 'PRON'), ('awesome', 'ADJ')]","[('think', 'VERB'), ('everyone', 'PRON'), ('awesome', 'ADJ')]",think everyone awesome,9,2023
,,178,2023-01-25 09:44:49," hop in, we’re going to mars!",78108,1,1,7,43,0,1,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,hop in were going to mars,6,25,"['hop', 'in', 'were', 'going', 'to', 'mars']","['hop', 'going', 'mars']","['hop', 'going', 'mar']",hop going mar,"[('hop', 'NOUN'), ('going', 'VERB'), ('mar', 'PROPN')]","[('hop', 'NOUN'), ('going', 'VERB'), ('mar', 'PROPN')]",hop going mar,9,2023
,,178,2023-01-25 10:39:35,🐝 all u can🐝,324197,1,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,🐝🐝,0,0,0,0,2,all u can,3,9,"['all', 'u', 'can']",['u'],['u'],u,"[('u', 'NOUN')]","[('u', 'NOUN')]",u,10,2023
,,178,2023-01-25 10:42:30,"1/2 a 🐝
philosophically
must ipso facto 
1/2 not 🐝",43510,0,1,10,50,0,0,0,0,0,2,0,0,0,0,0,0,🐝🐝,0,0,0,0,2,a philosophically must ipso facto not,6,37,"['a', 'philosophically', 'must', 'ipso', 'facto', 'not']","['philosophically', 'must', 'ipso', 'facto']","['philosophically', 'must', 'ipso', 'facto']",philosophically must ipso facto,"[('philosophically', 'ADV'), ('must', 'AUX'), ('ipso', 'VERB'), ('facto', 'X')]","[('philosophically', 'ADV'), ('must', 'AUX'), ('ipso', 'VERB'), ('facto', 'X')]",philosophically must ipso facto,10,2023
,,178,2023-01-25 17:23:58, are you still seeing this issue today?,4531,0,1,8,53,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,are you still seeing this issue today,7,37,"['are', 'you', 'still', 'seeing', 'this', 'issue', 'today']","['still', 'seeing', 'issue', 'today']","['still', 'seeing', 'issue', 'today']",still seeing issue today,"[('still', 'ADV'), ('seeing', 'VERB'), ('issue', 'NOUN'), ('today', 'NOUN')]","[('still', 'ADV'), ('seeing', 'VERB'), ('issue', 'NOUN'), ('today', 'NOUN')]",still seeing issue today,17,2023
,,178,2023-01-25 17:47:40, he is also the heart of the show,47377,1,1,9,41,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,he is also the heart of the show,8,32,"['he', 'is', 'also', 'the', 'heart', 'of', 'the', 'show']","['also', 'heart', 'show']","['also', 'heart', 'show']",also heart show,"[('also', 'ADV'), ('heart', 'NOUN'), ('show', 'NOUN')]","[('also', 'ADV'), ('heart', 'NOUN'), ('show', 'NOUN')]",also heart show,17,2023
,,178,2023-01-25 17:53:20, several aspects of for you recommendations were fixed last night. team and were in the office past m… ,4458,1,1,20,140,2,0,1,0,0,3,0,0,0,0,0,0,,0,1,1,0,0,several aspects of for you recommendations were fixed last night team and were in the office past m,18,99,"['several', 'aspects', 'of', 'for', 'you', 'recommendations', 'were', 'fixed', 'last', 'night', 'team', 'and', 'were', 'in', 'the', 'office', 'past', 'm']","['several', 'aspects', 'recommendations', 'fixed', 'last', 'night', 'team', 'office', 'past']","['several', 'aspect', 'recommendation', 'fixed', 'last', 'night', 'team', 'office', 'past']",several aspect recommendation fixed last night team office past,"[('several', 'ADJ'), ('aspect', 'NOUN'), ('recommendation', 'NOUN'), ('fixed', 'VERB'), ('last', 'ADJ'), ('night', 'NOUN'), ('team', 'NOUN'), ('office', 'PROPN'), ('past', 'NOUN')]","[('several', 'ADJ'), ('aspect', 'NOUN'), ('recommendation', 'NOUN'), ('fixed', 'VERB'), ('last', 'ADJ'), ('night', 'NOUN'), ('team', 'NOUN'), ('office', 'PROPN'), ('past', 'NOUN')]",several aspect recommendation fixed last night team office past,17,2023
,,178,2023-01-25 17:59:32," thank you, sir doge!",13010,1,1,5,37,0,1,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,thank you sir doge,4,18,"['thank', 'you', 'sir', 'doge']","['thank', 'sir', 'doge']","['thank', 'sir', 'doge']",thank sir doge,"[('thank', 'VERB'), ('sir', 'PROPN'), ('doge', 'PROPN')]","[('thank', 'VERB'), ('sir', 'PROPN'), ('doge', 'PROPN')]",thank sir doge,17,2023
,,178,2023-01-25 18:18:47,  yeah. the corpo media shills clearly have their marching orders to write hit pieces on m… ,6220,0,1,19,140,2,0,2,0,0,3,0,0,0,0,0,0,,0,2,1,0,0,yeah the corpo media shills clearly have their marching orders to write hit pieces on m,16,87,"['yeah', 'the', 'corpo', 'media', 'shills', 'clearly', 'have', 'their', 'marching', 'orders', 'to', 'write', 'hit', 'pieces', 'on', 'm']","['yeah', 'corpo', 'media', 'shills', 'clearly', 'marching', 'orders', 'write', 'hit', 'pieces']","['yeah', 'corpo', 'medium', 'shill', 'clearly', 'marching', 'order', 'write', 'hit', 'piece']",yeah corpo medium shill clearly marching order write hit piece,"[('yeah', 'INTJ'), ('corpo', 'NOUN'), ('medium', 'ADJ'), ('shill', 'NOUN'), ('clearly', 'ADV'), ('marching', 'VERB'), ('order', 'NOUN'), ('write', 'VERB'), ('hit', 'NOUN'), ('piece', 'NOUN')]","[('yeah', 'INTJ'), ('corpo', 'NOUN'), ('medium', 'ADJ'), ('shill', 'NOUN'), ('clearly', 'ADV'), ('marching', 'VERB'), ('order', 'NOUN'), ('write', 'VERB'), ('hit', 'NOUN'), ('piece', 'NOUN')]",yeah corpo medium shill clearly marching order write hit piece,18,2023
